COD_ACIDENTE;VEÍCULO;TIPO VEÍCULO;MARCA;ANO FABRICAÇÃO;COR;ESPÉCIE;CATEGORIA;ALUGUEL;LEGALIZADO;DANIFICADO;MANOBRA;VIA DE ACESSO
RYH2347;.1;Bicicleta;;;;;;;Não informado;;;
RYH2347;.2;Automóvel;;;;;;;Não informado;;;
SBQ4262;.1;Bicicleta;;;;;;;Não informado;;;
VHA8633;.1;Bicicleta;;;;;;;Não informado;;;
DYH4852;.1;Bicicleta;;;;;;;Não informado;;;
RCY1439;.1;Bicicleta;;;;;;;Não informado;;;
DIN2503;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
TYY0456;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
PYM9914;.1;Bicicleta;;;;;;;Não informado;;;
DYM5727;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
YON7932;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
KDL4897;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
QEU6814;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
OPE4964;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
XGD1320;.1;Bicicleta;;;;;;;Não informado;;;
XGD1320;.2;Automóvel;;;;;;;Não informado;;;
INX2632;.1;Bicicleta;;;;;;;Não informado;;;
JEJ1355;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
MKY2198;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
CJS4326;.1;Bicicleta;;;;;;;Não informado;;;
CJS4326;.2;Automóvel;;;;;;;Não informado;;;
AWI6557;.1;Automóvel;HYUNDAI HB20;;;Não informado;Não informado;Não informado;Não informado;Danificado;;Avenida Washington Soares
AWI6557;.2;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Danificado;;Avenida Washington Soares
JCZ9586;.1;Bicicleta;;;;;;;Não informado;;;
JTO9690;.1;Bicicleta;;;;;;;Não informado;;;
EMZ7512;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
FUA5797;.1;Bicicleta;;;;;;;Não informado;;;
RAC9873;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
QPJ1466;.1;Automóvel;HYUNDAI HB 20S;2022;PRATA;Passageiro;Particular;Não Se Aplica;Não informado;Danificado;CRUZANDO O FLUXO;Não informado
QPJ1466;.2;Bicicleta;CALOI;;;Tração;Não informado;Não informado;Não informado;Danificado;CIRCULANDO;Não informado
IXD9371;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
UBY5677;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
IBK5120;.1;Bicicleta;;;;;;;Não informado;;;
LSS4737;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
LSS4737;.2;Automóvel;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
LXN0882;.1;Bicicleta;;;;;;;Não informado;;;
LXN0882;.2;Automóvel;;;;;;;Não informado;;;
OCX9980;.1;Bicicleta;;;;;;;Não informado;;;
OCX9980;.2;Automóvel;;;;;;;Não informado;;;
OGT5827;.1;Automóvel;CHEV CLASSIC LS;2011;PRETA;Passageiro;Particular;Não Se Aplica;Não informado;Danificado;CIRCULANDO;RUA ESPIRITO SANTO
OGT5827;.2;Bicicleta;KSW XLT 200;;PRETA;Passageiro;Particular;Não Se Aplica;Não informado;Danificado;CRUZANDO O FLUXO;RUA PARA
TTY4593;.1;Bicicleta;;;;;;;Não informado;;;
TTY4593;.2;Automóvel;;;;;;;Não informado;;;
SHG3000;.1;Bicicleta;;;;;;;Não informado;;;
SHG3000;.2;Automóvel;;;;;;;Não informado;;;
GII8180;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
GII8180;.2;Automóvel;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
EKF3762;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
EKF3762;.2;Automóvel;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
ZHL8087;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
HFI2220;.1;Bicicleta;;;;;;;Não informado;;;
WKH8617;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
SDR0638;.1;Bicicleta;;;;;;;Não informado;;;
SDR0638;.2;Automóvel;;;;;;;Não informado;;;
JMW6660;.1;Bicicleta;;;;;;;Não informado;;;
JMW6660;.2;Automóvel;;;;;;;Não informado;;;
ACQ4637;.1;Bicicleta;;;;;;;Não informado;;;
ACQ4637;.2;Automóvel;;;;;;;Não informado;;;
VGX2025;.1;Bicicleta; ;;SEM INFORMAÇÃO;Não informado;Não informado;;Não informado;;Circulando;
ZBM3253;.1;Bicicleta;;;;;;;Não informado;;;
VXO9284;.1;Bicicleta;;;;;;;Não informado;;;
VXO9284;.2;Automóvel;;;;;;;Não informado;;;
FRE9140;.1;Bicicleta;;;;;;;Não informado;;;
QGZ1621;.1;Bicicleta;;;;;;;Não informado;;;
QGZ1621;.2;Automóvel;;;;;;;Não informado;;;
OGA3942;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
RNM7501;.1;Bicicleta;;;;;;;Não informado;;;
APB2464;.1;Bicicleta;;;;;;;Não informado;;;
PWG5637;.1;Bicicleta;;;;;;;Não informado;;;
NSW2840;.1;Bicicleta;;;;;;;Não informado;;;
MCD1076;.1;Bicicleta;;;;;;;Não informado;;;
MCD1076;.2;Automóvel;;;;;;;Não informado;;;
RSH2401;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
RSH2401;.2;Automóvel;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
QFP3299;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
JYM3483;.1;Bicicleta;;;;;;;Não informado;;;
PCM5175;.1;Bicicleta;;;;;;;Não informado;;;
EGG7566;.1;Bicicleta;;;;;;;Não informado;;;
EGG7566;.2;Automóvel;;;;;;;Não informado;;;
UFB5342;.1;Bicicleta;;;;;;;Não informado;;;
JRP4009;.1;Bicicleta;;;;;;;Não informado;;;
DXA4805;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
DXA4805;.2;Automóvel;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
JYJ5790;.1;Bicicleta;;;;;;;Não informado;;;
XEE5284;.1;Bicicleta;;;;;;;Não informado;;;
XEE5284;.2;Automóvel;;;;;;;Não informado;;;
ASK6124;.1;Bicicleta;;;;;;;Não informado;;;
EWR1622;.1;Bicicleta;;;;;;;Não informado;;;
PYE0008;.1;Bicicleta;;;;;;;Não informado;;;
GLY6927;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
ARM0426;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
FXJ6909;.1;Bicicleta;;;;;;;Não informado;;;
ANM9603;.1;Bicicleta;;;;;;;Não informado;;;
ZYU7659;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
CPR2866;.1;Motocicleta;HONDA Cg 160 titan;;VERMELHA;Passageiro;Particular;;Não informado;;Circulando;
CPR2866;.2;Bicicleta; ;;PRETA;Não informado;Não informado;;Não informado;;Circulando;
TLR6783;.1;Bicicleta;;;;;;;Não informado;;;
TLR6783;.2;Automóvel;;;;;;;Não informado;;;
ANJ7416;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
TEZ6158;.1;Bicicleta;;;;;;;Não informado;;;
RMC3706;.1;Bicicleta;;;;;;;Não informado;;;
ZVV7788;.1;Automóvel;CHEV ONIX;2018;PRETA;Passageiro;Particular;Não informado;Não informado;Danificado;VIRANDO A ESQUERDA;Rua Júlio Braga
ZVV7788;.2;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Danificado;CRUZANDO O FLUXO;Rua Júlio Braga
EZP2019;.1;Ônibus;M.BENZ/M.POLO;2012;BRANCA;Não informado;Particular;Não Se Aplica;Não informado;Danificado;CIRCULANDO;Rua Dom Jerônimo
EZP2019;.2;Bicicleta;;;;Passageiro;Particular;Não Se Aplica;Não informado;Danificado;CIRCULANDO;AV DOMINGOS OLIMPIO
VKI1319;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
ZVX4466;.1;Bicicleta;;;;;;;Não informado;;;
WRA3576;.1;Bicicleta;;;;;;;Não informado;;;
VGS5663;.1;Bicicleta;;;;;;;Não informado;;;
VGS5663;.2;Automóvel;;;;;;;Não informado;;;
EEP2545;.1;Bicicleta;;;;;;;Não informado;;;
SNX9807;.1;Automóvel;FIAT CRONOS;2018;CINZA;Passageiro;Particular;Não Se Aplica;Não informado;Danificado;CIRCULANDO;RUA ROMEU MARTINS
SNX9807;.2;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Danificado;CIRCULANDO;RUA ROMEU MARTINS
YSS7364;.1;Bicicleta;;;;;;;Não informado;;;
CTC5461;.1;Bicicleta;;;;;;;Não informado;;;
AJF4274;.1;Bicicleta;;;;;;;Não informado;;;
YFR4691;.1;Bicicleta;;;;;;;Não informado;;;
FGP1837;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
FGP1837;.2;Automóvel;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
IGC1481;.1;Bicicleta;;;;;;;Não informado;;;
NQG7268;.1;Bicicleta;;;;;;;Não informado;;;
HDA5240;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
RCP5519;.1;Bicicleta;;;;;;;Não informado;;;
ATB2348;.1;Bicicleta;;;;;;;Não informado;;;
ATB2348;.2;Automóvel;;;;;;;Não informado;;;
JWF7829;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
AAL6926;.1;Bicicleta;;;;;;;Não informado;;;
AAL6926;.2;Automóvel;;;;;;;Não informado;;;
IHN0084;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
IHN0084;.2;Automóvel;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
HBX8226;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
RBY8436;.1;Bicicleta;;;;;;;Não informado;;;
RBY8436;.2;Automóvel;;;;;;;Não informado;;;
MLF6504;.1;Bicicleta;;;;;;;Não informado;;;
MLF6504;.2;Automóvel;;;;;;;Não informado;;;
YKZ3186;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
YKZ3186;.2;Automóvel;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
OWE8337;.1;Bicicleta;;;;;;;Não informado;;;
OWE8337;.2;Automóvel;;;;;;;Não informado;;;
WBD1711;.1;Bicicleta;;;;;;;Não informado;;;
IBA8900;.1;Bicicleta;;;;;;;Não informado;;;
IPC8919;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Danificado;;Avenida Val Paraíso
IPC8919;.2;Ônibus;;;;Não informado;Não informado;Não informado;Não informado;Danificado;;Avenida Val Paraíso
OYB6850;.1;Bicicleta;;;;;;;Não informado;;;
PNJ9797;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
SSA0664;.1;Bicicleta;;;;;;;Não informado;;;
JAD2857;.1;Bicicleta;;;;;;;Não informado;;;
KAY3627;.1;Bicicleta;;;;;;;Não informado;;;
VEC7701;.1;Bicicleta;;;;;;;Não informado;;;
RDT3711;.1;Bicicleta;;;;;;;Não informado;;;
RDT3711;.2;Automóvel;;;;;;;Não informado;;;
MNH5885;.1;Bicicleta;;;;;;;Não informado;;;
MNH5885;.2;Automóvel;;;;;;;Não informado;;;
TUV9622;.1;Bicicleta;;;;;;;Não informado;;;
GVR0427;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
GVR0427;.2;Automóvel;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
INW6342;.1;Bicicleta;;;;;;;Não informado;;;
HBG4231;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
XBX1584;.1;Bicicleta;;;;;;;Não informado;;;
XBX1584;.2;Automóvel;;;;;;;Não informado;;;
KRB8491;.1;Bicicleta;;;;;;;Não informado;;;
IFF1338;.1;Bicicleta;;;;;;;Não informado;;;
ROT8601;.1;Bicicleta;;;;;;;Não informado;;;
ROT8601;.2;Automóvel;;;;;;;Não informado;;;
JHX8382;.1;Bicicleta;;;;;;;Não informado;;;
LKG2421;.1;Bicicleta;;;;;;;Não informado;;;
FWK0192;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
HZW2172;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
CHD1624;.1;Automóvel;;;;Não informado;Não informado;Não informado;Não informado;Danificado;;Não informado
CHD1624;.2;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Danificado;;Não informado
TGQ7382;.1;Bicicleta;;;;;;;Não informado;;;
BPF3161;.1;Bicicleta;;;;;;;Não informado;;;
BPF3161;.2;Automóvel;;;;;;;Não informado;;;
YVC1768;.1;Bicicleta;;;;;;;Não informado;;;
YVC1768;.2;Automóvel;;;;;;;Não informado;;;
UKU0175;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
DWC2332;.1;Bicicleta;;;;;;;Não informado;;;
CEB9069;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
IHB0578;.1;Bicicleta;;;;;;;Não informado;;;
IHB0578;.2;Automóvel;;;;;;;Não informado;;;
OEF9253;.1;Bicicleta;;;;;;;Não informado;;;
RFC7434;.1;Bicicleta;;;;;;;Não informado;;;
LHN0249;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
ALP8325;.1;Bicicleta;;;;;;;Não informado;;;
RYX7721;.1;Ônibus;;;;Não informado;Não informado;Não informado;Não informado;Danificado;;Rua Vicente De Castro
RYX7721;.2;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Danificado;;Rua Vicente De Castro
SNE2747;.1;Bicicleta;;;;;;;Não informado;;;
SNE2747;.2;Automóvel;;;;;;;Não informado;;;
ZYO6645;.1;Bicicleta;;;;;;;Não informado;;;
SAS7763;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
SAS7763;.2;Automóvel;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
UOY0682;.1;Bicicleta;;;;;;;Não informado;;;
NQG3795;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Danificado;;Avenida Pessoa Anta
NQG3795;.2;Motocicleta;;;;Não informado;Não informado;Não informado;Não informado;Danificado;;Avenida Pessoa Anta
PRN6430;.1;Bicicleta;;;;;;;Não informado;;;
PRN6430;.2;Automóvel;;;;;;;Não informado;;;
OZF5645;.1;Bicicleta;;;;;;;Não informado;;;
OZF5645;.2;Automóvel;;;;;;;Não informado;;;
CKT2182;.1;Bicicleta;;;;;;;Não informado;;;
CKT2182;.2;Automóvel;;;;;;;Não informado;;;
CBL9029;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
ULI6118;.1;Bicicleta;;;;;;;Não informado;;;
KNY1687;.1;Bicicleta;;;;;;;Não informado;;;
KNY1687;.2;Automóvel;;;;;;;Não informado;;;
OMN2485;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
IZB6430;.1;Bicicleta;;;;;;;Não informado;;;
BUZ6514;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
TGC6388;.1;Motocicleta;TRIUMPH TRIDENT;2023;PRATA;Passageiro;Particular;Não Se Aplica;Não informado;Danificado;CIRCULANDO;Avenida Borges de Melo
TGC6388;.2;Bicicleta;;;;Passageiro;Particular;Não Se Aplica;Não informado;Danificado;ATRAVESSANDO A PISTA;Avenida Borges de Melo
UMJ2793;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
XLE2499;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Danificado;;Rua Professor José Silveira
XLE2499;.2;Camioneta;RENAULT DUSTER;;;Não informado;Não informado;Não informado;Não informado;Danificado;;RUA PEDRO SAMPAIO
HEF6439;.1;Bicicleta;XXX Xxx;;XXX;Não informado;Não informado;;Não informado;;Cruzando o fluxo;
HEF6439;.2;Camioneta;RENAULT Duster zen 16;;BRANCA;Misto;Particular;;Não informado;;Cruzando o fluxo;
FVU7365;.1;Bicicleta;;;;;;;Não informado;;;
CBJ7059;.1;Bicicleta;;;;;;;Não informado;;;
IYW1368;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
DZQ8797;.1;Bicicleta;;;;;;;Não informado;;;
VIO8244;.1;Bicicleta;;;;;;;Não informado;;;
AUG5120;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
UCW9736;.1;Motocicleta;;;;Não informado;Não informado;Não informado;Não informado;Danificado;;Avenida Doutor Mendel Steinbruch
UCW9736;.2;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Danificado;;Avenida Doutor Mendel Steinbruch
MTG7407;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
WSB5967;.1;Bicicleta;;;;;;;Não informado;;;
WSB5967;.2;Automóvel;;;;;;;Não informado;;;
ZPB7783;.1;Bicicleta;;;;;;;Não informado;;;
YHY2988;.1;Bicicleta;;;;;;;Não informado;;;
YHY2988;.2;Automóvel;;;;;;;Não informado;;;
RYH6085;.1;Bicicleta;;;;;;;Não informado;;;
DHO2739;.1;Bicicleta;;;;;;;Não informado;;;
YEC0514;.1;Bicicleta;;;;;;;Não informado;;;
YEC0514;.2;Automóvel;;;;;;;Não informado;;;
EIZ6605;.1;Bicicleta;;;;;;;Não informado;;;
EIZ6605;.2;Automóvel;;;;;;;Não informado;;;
NKX5252;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
NKX5252;.2;Automóvel;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
VTM1431;.1;Bicicleta;;;;;;;Não informado;;;
MZB3986;.1;Bicicleta;;;;;;;Não informado;;;
LST7815;.1;Bicicleta;;;;;;;Não informado;;;
NXN1845;.1;Bicicleta;;;;;;;Não informado;;;
IFO7200;.1;Bicicleta;;;;;;;Não informado;;;
YKQ5823;.1;Motocicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
YKQ5823;.2;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Senador Carlos Jereissati
EER1496;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
SXN2753;.1;Bicicleta;;;;;;;Não informado;;;
SPQ5350;.1;Bicicleta;;;;;;;Não informado;;;
SPQ5350;.2;Automóvel;;;;;;;Não informado;;;
XAP8900;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
XAP8900;.2;Automóvel;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
XDI6606;.1;Bicicleta;;;;;;;Não informado;;;
HJY0193;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
NAQ3591;.1;Bicicleta;;;;;;;Não informado;;;
JKE3824;.1;Bicicleta;;;;;;;Não informado;;;
MQB6506;.1;Bicicleta;;;;;;;Não informado;;;
MQB6506;.2;Automóvel;;;;;;;Não informado;;;
RZQ2891;.1;Bicicleta;;;;;;;Não informado;;;
SIB6175;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
RRX6292;.1;Bicicleta;;;;;;;Não informado;;;
AQX0506;.1;Bicicleta;;;;;;;Não informado;;;
EXX2225;.1;Bicicleta;;;;;;;Não informado;;;
EXX2225;.2;Automóvel;;;;;;;Não informado;;;
XUX6869;.1;Bicicleta;;;;;;;Não informado;;;
XUX6869;.2;Automóvel;;;;;;;Não informado;;;
DGB4171;.1;Bicicleta;;;;;;;Não informado;;;
USI5012;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
USI5012;.2;Automóvel;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
QNJ9649;.1;Bicicleta;;;;;;;Não informado;;;
QNJ9649;.2;Automóvel;;;;;;;Não informado;;;
RBZ6378;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
AOJ6973;.1;Bicicleta;;;;;;;Não informado;;;
HTF8063;.1;Bicicleta;;;;;;;Não informado;;;
NMM5644;.1;Bicicleta;;;;;;;Não informado;;;
NMM5644;.2;Automóvel;;;;;;;Não informado;;;
MAR2749;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
MAR2749;.2;Automóvel;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
OOM1549;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
AEN9971;.1;Bicicleta;;;;;;;Não informado;;;
INY7012;.1;Bicicleta;;;;;;;Não informado;;;
HIV2238;.1;Bicicleta;;;;;;;Não informado;;;
KCT2884;.1;Bicicleta;;;;;;;Não informado;;;
HXO6416;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
HXO6416;.2;Automóvel;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
IDV1424;.1;Bicicleta;;;;;;;Não informado;;;
HPY3969;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
XEE6723;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
KXY7242;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
UUG3939;.1;Motocicleta;HONDA Cg150 fan esdi;;VERMELHA;Passageiro;Particular;;Não informado;;Circulando;
UUG3939;.2;Bicicleta;OIOOOO Ooooooo;;AZUL;Não informado;Não informado;;Não informado;;Circulando;
UQG7326;.1;Bicicleta;;;;;;;Não informado;;;
QSE3637;.1;Bicicleta;;;;;;;Não informado;;;
QSE3637;.2;Automóvel;;;;;;;Não informado;;;
KXQ0857;.1;Bicicleta;;;;;;;Não informado;;;
LGM4660;.1;Bicicleta;;;;;;;Não informado;;;
LGM4660;.2;Automóvel;;;;;;;Não informado;;;
HYP7520;.1;Bicicleta;;;;;;;Não informado;;;
AYA4468;.1;Bicicleta;;;;;;;Não informado;;;
AYA4468;.2;Automóvel;;;;;;;Não informado;;;
NUA9954;.1;Bicicleta;;;;;;;Não informado;;;
LXZ3274;.1;Bicicleta;;;;;;;Não informado;;;
BSF4021;.1;Bicicleta;;;;;;;Não informado;;;
ODV3369;.1;Bicicleta;;;;;;;Não informado;;;
GNO4235;.1;Bicicleta;;;;;;;Não informado;;;
GNO4235;.2;Automóvel;;;;;;;Não informado;;;
LVT0341;.1;Bicicleta;;;;;;;Não informado;;;
AGZ5709;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
HBR0696;.1;Bicicleta;;;;;;;Não informado;;;
DIB6623;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
DIB6623;.2;Automóvel;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
WVI1663;.1;Automóvel;TOYOTA Corolla grs;;PRETA;Passageiro;Particular;;Não informado;;Circulando;
WVI1663;.2;Bicicleta;OGGI Hacker;;PRETA;Não informado;Não informado;;Não informado;;Circulando;
ZTA6877;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Danificado;;Não informado
ZTA6877;.2;Automóvel;TOYOTA COROLLA;;;Não informado;Não informado;Não informado;Não informado;Danificado;;Não informado
NXN5410;.1;Bicicleta;;;;;;;Não informado;;;
YFK6513;.1;Bicicleta;;;;;;;Não informado;;;
TVO7551;.1;Bicicleta;;;;;;;Não informado;;;
TVO7551;.2;Automóvel;;;;;;;Não informado;;;
MBB2312;.1;Bicicleta;;;;;;;Não informado;;;
PLZ0205;.1;Bicicleta;;;;;;;Não informado;;;
PLZ0205;.2;Automóvel;;;;;;;Não informado;;;
HUM8410;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
HUM8410;.2;Automóvel;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
AZR3037;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
AZR3037;.2;Automóvel;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
EHY0604;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
HHI1203;.1;Bicicleta;;;;;;;Não informado;;;
PDW1845;.1;Bicicleta;;;;;;;Não informado;;;
NNP1448;.1;Bicicleta;XXX Xxx;;PRETA;Não informado;Não informado;;Não informado;;Circulando;
YHM2227;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
OPM8675;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
PBV0237;.1;Bicicleta;;;;;;;Não informado;;;
DEQ9909;.1;Motocicleta;YAMAHA FACTOR 150;2022;VERMELHO;Passageiro;Particular;Não Se Aplica;Não informado;Danificado;;Avenida Heráclito Graça
DEQ9909;.2;Bicicleta;;;;Passageiro;Não informado;Não Se Aplica;Não informado;Danificado;;RUA DNA LEOPOLDINA
SGY7148;.1;Bicicleta;;;;;;;Não informado;;;
YQC5909;.1;Bicicleta;;;;;;;Não informado;;;
CDE1057;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
FVU7284;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
RQU3248;.1;Bicicleta;;;;;;;Não informado;;;
LDQ0559;.1;Bicicleta;;;;;;;Não informado;;;
ICX2453;.1;Bicicleta;;;;;;;Não informado;;;
KCV9274;.1;Bicicleta;;;;;;;Não informado;;;
YMH5535;.1;Bicicleta;;;;;;;Não informado;;;
YMH5535;.2;Automóvel;;;;;;;Não informado;;;
ISL9809;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
ISL9809;.2;Automóvel;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
KYH7210;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
AQX8830;.1;Bicicleta;;;;;;;Não informado;;;
PAI0749;.1;Bicicleta;;;;;;;Não informado;;;
NVS2354;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
NVS2354;.2;Automóvel;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
VXD8139;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
ERJ0040;.1;Bicicleta;;;;;;;Não informado;;;
VCE4381;.1;Bicicleta;;;;Não informado;Não informado;Não informado;Não informado;Não informado;;Não informado
